Country/area,Type,Age Category,Capacity (MW),Capacity %
Guyana,Oil and gas,30-39 years,0.0,0.0
Guyana,Oil and gas,40-49 years,0.0,0.0
Guyana,Oil and gas,50+ years,0.0,0.0
Guyana,Utility-scale solar,0-9 years,0.00232775,100.0
Guyana,Utility-scale solar,10-19 years,0.0,0.0
Guyana,Utility-scale solar,20-29 years,0.0,0.0
Guyana,Utility-scale solar,30-39 years,0.0,0.0
Guyana,Utility-scale solar,40-49 years,0.0,0.0
Guyana,Utility-scale solar,50+ years,0.0,0.0
Honduras,Oil and gas,0-9 years,0.381,34.330510001802125
Honduras,Oil and gas,10-19 years,0.0,0.0
Honduras,Oil and gas,20-29 years,0.6487999999999999,58.460983961074064
Honduras,Oil and gas,30-39 years,0.08,7.208506037123806
Honduras,Oil and gas,40-49 years,0.0,0.0
Honduras,Oil and gas,50+ years,0.0,0.0
Honduras,Utility-scale solar,0-9 years,0.09469119999999999,18.900997474576094
Honduras,Utility-scale solar,10-19 years,0.406294,81.0990025254239
Honduras,Utility-scale solar,20-29 years,0.0,0.0
Honduras,Utility-scale solar,30-39 years,0.0,0.0
Honduras,Utility-scale solar,40-49 years,0.0,0.0
Honduras,Utility-scale solar,50+ years,0.0,0.0
Honduras,Wind,0-9 years,0.059,25.106382978723403
Honduras,Wind,10-19 years,0.176,74.8936170212766
Honduras,Wind,20-29 years,0.0,0.0
Honduras,Wind,30-39 years,0.0,0.0
Honduras,Wind,40-49 years,0.0,0.0
Honduras,Wind,50+ years,0.0,0.0
Honduras,Hydropower,0-9 years,0.165,28.745644599303137
Honduras,Hydropower,10-19 years,0.0,0.0
Honduras,Hydropower,20-29 years,0.0,0.0
Honduras,Hydropower,30-39 years,0.3,52.264808362369344
Honduras,Hydropower,40-49 years,0.0,0.0
Honduras,Hydropower,50+ years,0.109,18.989547038327526
Honduras,Bioenergy,0-9 years,0.043,58.9041095890411
Honduras,Bioenergy,10-19 years,0.0,0.0
Honduras,Bioenergy,20-29 years,0.03,41.0958904109589
Honduras,Bioenergy,30-39 years,0.0,0.0
Honduras,Bioenergy,40-49 years,0.0,0.0
Honduras,Bioenergy,50+ years,0.0,0.0
Honduras,Geothermal,0-9 years,0.035,100.0
Honduras,Geothermal,10-19 years,0.0,0.0
Honduras,Geothermal,20-29 years,0.0,0.0
Honduras,Geothermal,30-39 years,0.0,0.0
Honduras,Geothermal,40-49 years,0.0,0.0
Honduras,Geothermal,50+ years,0.0,0.0
Hong Kong,Coal,0-9 years,0.0,0.0
Hong Kong,Coal,10-19 years,0.0,0.0
Hong Kong,Coal,20-29 years,0.35,8.51581508515815
Hong Kong,Coal,30-39 years,3.41,82.9683698296837
Hong Kong,Coal,40-49 years,0.35,8.51581508515815
Hong Kong,Coal,50+ years,0.0,0.0
Hong Kong,Oil and gas,0-9 years,2.29,37.56869821999836
Hong Kong,Oil and gas,10-19 years,0.3,4.921663522270527
Hong Kong,Oil and gas,20-29 years,2.6505,43.48289721926011
Hong Kong,Oil and gas,30-39 years,0.855,14.026741038471002
Hong Kong,Oil and gas,40-49 years,0.0,0.0
Hong Kong,Oil and gas,50+ years,0.0,0.0
Hungary,Coal,0-9 years,0.0,0.0
Hungary,Coal,10-19 years,0.0,0.0
Hungary,Coal,20-29 years,0.0,0.0
Hungary,Coal,30-39 years,0.0,0.0
Hungary,Coal,40-49 years,0.0,0.0
Hungary,Coal,50+ years,0.884,100.0
Hungary,Oil and gas,0-9 years,0.114,3.8513513513513518
Hungary,Oil and gas,10-19 years,1.277,43.141891891891895
Hungary,Oil and gas,20-29 years,1.272,42.972972972972975
Hungary,Oil and gas,30-39 years,0.297,10.033783783783784
Hungary,Oil and gas,40-49 years,0.0,0.0
Hungary,Oil and gas,50+ years,0.0,0.0
Hungary,Utility-scale solar,0-9 years,1.19983615,98.92813221307759
Hungary,Utility-scale solar,10-19 years,0.013,1.0718677869224131
Hungary,Utility-scale solar,20-29 years,0.0,0.0
Hungary,Utility-scale solar,30-39 years,0.0,0.0
Hungary,Utility-scale solar,40-49 years,0.0,0.0
Hungary,Utility-scale solar,50+ years,0.0,0.0
Hungary,Wind,0-9 years,0.0,0.0
Hungary,Wind,10-19 years,0.319,100.0
Hungary,Wind,20-29 years,0.0,0.0
Hungary,Wind,30-39 years,0.0,0.0
Hungary,Wind,40-49 years,0.0,0.0
Hungary,Wind,50+ years,0.0,0.0
Hungary,Nuclear,0-9 years,0.0,0.0
Hungary,Nuclear,10-19 years,0.0,0.0
Hungary,Nuclear,20-29 years,0.0,0.0
Hungary,Nuclear,30-39 years,1.012,49.92599901332018
Hungary,Nuclear,40-49 years,1.015,50.07400098667982
Hungary,Nuclear,50+ years,0.0,0.0
Hungary,Bioenergy,0-9 years,0.04,16.3265306122449
Hungary,Bioenergy,10-19 years,0.0,0.0
Hungary,Bioenergy,20-29 years,0.05,20.408163265306122
Hungary,Bioenergy,30-39 years,0.06,24.489795918367346
Hungary,Bioenergy,40-49 years,0.0,0.0
Hungary,Bioenergy,50+ years,0.095,38.775510204081634
Hungary,Geothermal,0-9 years,0.0034,100.0
Hungary,Geothermal,10-19 years,0.0,0.0
Hungary,Geothermal,20-29 years,0.0,0.0
Hungary,Geothermal,30-39 years,0.0,0.0
Hungary,Geothermal,40-49 years,0.0,0.0
Hungary,Geothermal,50+ years,0.0,0.0
Iceland,Hydropower,0-9 years,0.1,5.186721991701245
Iceland,Hydropower,10-19 years,0.785,40.71576763485477
Iceland,Hydropower,20-29 years,0.215,11.151452282157678
Iceland,Hydropower,30-39 years,0.15,7.780082987551867
Iceland,Hydropower,40-49 years,0.36,18.672199170124482
Iceland,Hydropower,50+ years,0.318,16.493775933609957
Iceland,Geothermal,0-9 years,0.12,16.01281024819856
Iceland,Geothermal,10-19 years,0.433,57.77955697891647
Iceland,Geothermal,20-29 years,0.15,20.0160128102482
Iceland,Geothermal,30-39 years,0.008400000000000001,1.1208967173738993
Iceland,Geothermal,40-49 years,0.038,5.070723245262878
Iceland,Geothermal,50+ years,0.0,0.0
India,Coal,0-9 years,69.462,28.355575041117664
India,Coal,10-19 years,121.8945,49.759417261949224
India,Coal,20-29 years,17.9652,7.333701545142482
India,Coal,30-39 years,25.0795,10.237880340959236
India,Coal,40-49 years,10.2315,4.176673087921387
India,Coal,50+ years,0.335,0.13675272290999996
India,Oil and gas,0-9 years,1.9482000000000002,7.1197813121272375
India,Oil and gas,10-19 years,14.0349,51.291150157876274
India,Oil and gas,20-29 years,6.738,24.62431294585429
India,Oil and gas,30-39 years,4.6421,16.964755584142207
India,Oil and gas,40-49 years,0.0,0.0
India,Oil and gas,50+ years,0.0,0.0
India,Utility-scale solar,0-9 years,64.27870874558305,94.02910574232673
India,Utility-scale solar,10-19 years,4.081729480565371,5.970894257673258
India,Utility-scale solar,20-29 years,0.0,0.0
India,Utility-scale solar,30-39 years,0.0,0.0
India,Utility-scale solar,40-49 years,0.0,0.0
India,Utility-scale solar,50+ years,0.0,0.0
India,Wind,0-9 years,17.3455,67.79770326998694
India,Wind,10-19 years,7.8807,30.80299559884616
India,Wind,20-29 years,0.333,1.3015845717278631
India,Wind,30-39 years,0.025,0.09771655943902878
India,Wind,40-49 years,0.0,0.0
India,Wind,50+ years,0.0,0.0
India,Hydropower,0-9 years,2.851,6.461629119260233
India,Hydropower,10-19 years,10.393,23.555142559267487
India,Hydropower,20-29 years,10.641,24.117220434250488
India,Hydropower,30-39 years,4.618,10.46643397851412
India,Hydropower,40-49 years,6.778,15.36195095417252
India,Hydropower,50+ years,8.841,20.037622954535152
India,Nuclear,0-9 years,2.4,31.830238726790448
India,Nuclear,10-19 years,2.42,32.09549071618037
India,Nuclear,20-29 years,1.42,18.83289124668435
India,Nuclear,30-39 years,1.1,14.588859416445624
India,Nuclear,40-49 years,0.2,2.6525198938992043
India,Nuclear,50+ years,0.0,0.0
India,Bioenergy,0-9 years,0.095,15.754560530679933
India,Bioenergy,10-19 years,0.371,61.52570480928689
India,Bioenergy,20-29 years,0.032,5.306799336650083
India,Bioenergy,30-39 years,0.105,17.412935323383085
India,Bioenergy,40-49 years,0.0,0.0
India,Bioenergy,50+ years,0.0,0.0
Indonesia,Coal,0-9 years,32.425,56.18941334266792
Indonesia,Coal,10-19 years,16.8966,29.280186321841867
Indonesia,Coal,20-29 years,5.544,9.607219971372425
Indonesia,Coal,30-39 years,2.041,3.5368571359255268
Indonesia,Coal,40-49 years,0.8,1.386323228192269
Indonesia,Coal,50+ years,0.0,0.0
Indonesia,Oil and gas,0-9 years,8.649,36.236802413273
Indonesia,Oil and gas,10-19 years,4.5258,18.96178984414279
Indonesia,Oil and gas,20-29 years,3.319,13.90564772917714
Indonesia,Oil and gas,30-39 years,5.9557,24.952656276185685
Indonesia,Oil and gas,40-49 years,1.4185,5.943103737221384
Indonesia,Oil and gas,50+ years,0.0,0.0
Indonesia,Utility-scale solar,0-9 years,0.5499700000000001,100.0
Indonesia,Utility-scale solar,10-19 years,0.0,0.0
Indonesia,Utility-scale solar,20-29 years,0.0,0.0
Indonesia,Utility-scale solar,30-39 years,0.0,0.0
Indonesia,Utility-scale solar,40-49 years,0.0,0.0
Indonesia,Utility-scale solar,50+ years,0.0,0.0
Indonesia,Wind,0-9 years,0.147,93.63057324840764
Indonesia,Wind,10-19 years,0.01,6.369426751592357
Indonesia,Wind,20-29 years,0.0,0.0
Indonesia,Wind,30-39 years,0.0,0.0
Indonesia,Wind,40-49 years,0.0,0.0
Indonesia,Wind,50+ years,0.0,0.0
Indonesia,Hydropower,0-9 years,0.845,15.738498789346247
Indonesia,Hydropower,10-19 years,0.757,14.099459862171726
Indonesia,Hydropower,20-29 years,0.569,10.597876699571614
Indonesia,Hydropower,30-39 years,1.315,24.492456695846528
Indonesia,Hydropower,40-49 years,1.591,29.63307878562116
Indonesia,Hydropower,50+ years,0.292,5.438629167442727
Indonesia,Bioenergy,0-9 years,3.412,85.79331154136284
Indonesia,Bioenergy,10-19 years,0.03,0.7543374402816193
Indonesia,Bioenergy,20-29 years,0.535,13.452351018355543
Indonesia,Bioenergy,30-39 years,0.0,0.0
Indonesia,Bioenergy,40-49 years,0.0,0.0
Indonesia,Bioenergy,50+ years,0.0,0.0
Indonesia,Geothermal,0-9 years,1.008,42.877195967501805
Indonesia,Geothermal,10-19 years,0.57845,24.605470245437917
Indonesia,Geothermal,20-29 years,0.45944999999999997,19.54357905483006
Indonesia,Geothermal,30-39 years,0.275,11.697647709387894
Indonesia,Geothermal,40-49 years,0.03,1.2761070228423157
Indonesia,Geothermal,50+ years,0.0,0.0
Iran,Oil and gas,0-9 years,23.348599999999998,31.650921591831803
Iran,Oil and gas,10-19 years,23.4282,31.7588258498477
Iran,Oil and gas,20-29 years,14.3483,19.450284739816535
Iran,Oil and gas,30-39 years,7.101,9.625981610186377
Iran,Oil and gas,40-49 years,4.1888000000000005,5.678258240916589
Iran,Oil and gas,50+ years,1.3542,1.8357279674009848
Iran,Utility-scale solar,0-9 years,0.45732999999999996,100.0
Iran,Utility-scale solar,10-19 years,0.0,0.0
Iran,Utility-scale solar,20-29 years,0.0,0.0
Iran,Utility-scale solar,30-39 years,0.0,0.0
Iran,Utility-scale solar,40-49 years,0.0,0.0
Iran,Utility-scale solar,50+ years,0.0,0.0
Iran,Wind,0-9 years,0.329,94.81268011527378
Iran,Wind,10-19 years,0.018,5.187319884726225
Iran,Wind,20-29 years,0.0,0.0
Iran,Wind,30-39 years,0.0,0.0
Iran,Wind,40-49 years,0.0,0.0
Iran,Wind,50+ years,0.0,0.0
Iran,Hydropower,0-9 years,0.975,8.034610630407911
Iran,Hydropower,10-19 years,6.697,55.187474248042854
Iran,Hydropower,20-29 years,2.666,21.96950968273589
Iran,Hydropower,30-39 years,0.0,0.0
Iran,Hydropower,40-49 years,1.0,8.240626287597857
Iran,Hydropower,50+ years,0.797,6.567779151215493
Iran,Nuclear,0-9 years,0.0,0.0
Iran,Nuclear,10-19 years,1.0,100.0
Iran,Nuclear,20-29 years,0.0,0.0
Iran,Nuclear,30-39 years,0.0,0.0
Iran,Nuclear,40-49 years,0.0,0.0
Iran,Nuclear,50+ years,0.0,0.0
Iran,Geothermal,0-9 years,0.005,100.0
Iran,Geothermal,10-19 years,0.0,0.0
Iran,Geothermal,20-29 years,0.0,0.0
Iran,Geothermal,30-39 years,0.0,0.0
Iran,Geothermal,40-49 years,0.0,0.0
Iran,Geothermal,50+ years,0.0,0.0
Iraq,Oil and gas,0-9 years,21.1928,53.84978935546329
Iraq,Oil and gas,10-19 years,12.7196,32.3198341269559
Iraq,Oil and gas,20-29 years,1.077,2.736600314061094
Iraq,Oil and gas,30-39 years,0.0,0.0
Iraq,Oil and gas,40-49 years,3.561,9.048313573232644
Iraq,Oil and gas,50+ years,0.805,2.0454626302870764
Iraq,Utility-scale solar,0-9 years,0.63175,100.0
Iraq,Utility-scale solar,10-19 years,0.0,0.0
Iraq,Utility-scale solar,20-29 years,0.0,0.0
Iraq,Utility-scale solar,30-39 years,0.0,0.0
Iraq,Utility-scale solar,40-49 years,0.0,0.0
Iraq,Utility-scale solar,50+ years,0.0,0.0
Iraq,Hydropower,0-9 years,0.0,0.0
Iraq,Hydropower,10-19 years,0.0,0.0
Iraq,Hydropower,20-29 years,0.0,0.0
Iraq,Hydropower,30-39 years,1.774,69.6232339089482
Iraq,Hydropower,40-49 years,0.05,1.9623233908948194
Iraq,Hydropower,50+ years,0.724,28.414442700156982
Ireland,Oil and gas,0-9 years,0.7143999999999999,14.584354074799935
Ireland,Oil and gas,10-19 years,2.299,46.93369263432958
Ireland,Oil and gas,20-29 years,1.37,27.968316184876695
Ireland,Oil and gas,30-39 years,0.245,5.001633186346562
Ireland,Oil and gas,40-49 years,0.27,5.512003919647232
Ireland,Oil and gas,50+ years,0.0,0.0
Ireland,Utility-scale solar,0-9 years,0.8002726224489796,100.0
Ireland,Utility-scale solar,10-19 years,0.0,0.0
Ireland,Utility-scale solar,20-29 years,0.0,0.0
Ireland,Utility-scale solar,30-39 years,0.0,0.0
Ireland,Utility-scale solar,40-49 years,0.0,0.0
Ireland,Utility-scale solar,50+ years,0.0,0.0
Ireland,Wind,0-9 years,2.0885,52.98744132944311
Ireland,Wind,10-19 years,1.611,40.8727641760751
Ireland,Wind,20-29 years,0.242,6.139794494481796
Ireland,Wind,30-39 years,0.0,0.0
Ireland,Wind,40-49 years,0.0,0.0
Ireland,Wind,50+ years,0.0,0.0
Ireland,Hydropower,0-9 years,0.0,0.0
Ireland,Hydropower,10-19 years,0.0,0.0
Ireland,Hydropower,20-29 years,0.0,0.0
Ireland,Hydropower,30-39 years,0.0,0.0
Ireland,Hydropower,40-49 years,0.0,0.0
Ireland,Hydropower,50+ years,0.422,100.0
Ireland,Bioenergy,0-9 years,0.068,100.0
Ireland,Bioenergy,10-19 years,0.0,0.0
Ireland,Bioenergy,20-29 years,0.0,0.0
Ireland,Bioenergy,30-39 years,0.0,0.0
Ireland,Bioenergy,40-49 years,0.0,0.0
Ireland,Bioenergy,50+ years,0.0,0.0
Isle of Man,Oil and gas,0-9 years,0.0,0.0
Isle of Man,Oil and gas,10-19 years,0.0,0.0
Isle of Man,Oil and gas,20-29 years,0.087,100.0
Isle of Man,Oil and gas,30-39 years,0.0,0.0
Isle of Man,Oil and gas,40-49 years,0.0,0.0
Isle of Man,Oil and gas,50+ years,0.0,0.0
Israel,Coal,0-9 years,0.0,0.0
Israel,Coal,10-19 years,0.0,0.0
Israel,Coal,20-29 years,1.675,38.72832369942196
Israel,Coal,30-39 years,1.15,26.589595375722542
Israel,Coal,40-49 years,1.5,34.68208092485549
Israel,Coal,50+ years,0.0,0.0
Israel,Oil and gas,0-9 years,3.155,23.049386323787257
Israel,Oil and gas,10-19 years,7.029,51.35154880187025
Israel,Oil and gas,20-29 years,1.932,14.114552893045005
Israel,Oil and gas,30-39 years,0.66,4.821741671537113
Israel,Oil and gas,40-49 years,0.456,3.331385154880187
Israel,Oil and gas,50+ years,0.456,3.331385154880187
Israel,Utility-scale solar,0-9 years,1.7286566,88.70061193516273
Israel,Utility-scale solar,10-19 years,0.22021000000000002,11.299388064837276
Israel,Utility-scale solar,20-29 years,0.0,0.0
Israel,Utility-scale solar,30-39 years,0.0,0.0
Israel,Utility-scale solar,40-49 years,0.0,0.0
Israel,Utility-scale solar,50+ years,0.0,0.0
Israel,Wind,0-9 years,0.309,100.0
Israel,Wind,10-19 years,0.0,0.0
Israel,Wind,20-29 years,0.0,0.0
Israel,Wind,30-39 years,0.0,0.0
Israel,Wind,40-49 years,0.0,0.0
Israel,Wind,50+ years,0.0,0.0
Israel,Hydropower,0-9 years,0.644,100.0
Israel,Hydropower,10-19 years,0.0,0.0
Israel,Hydropower,20-29 years,0.0,0.0
Israel,Hydropower,30-39 years,0.0,0.0
Israel,Hydropower,40-49 years,0.0,0.0
Israel,Hydropower,50+ years,0.0,0.0
Italy,Coal,0-9 years,0.0,0.0
Italy,Coal,10-19 years,1.98,38.15028901734104
Italy,Coal,20-29 years,0.35,6.74373795761079
Italy,Coal,30-39 years,2.86,55.10597302504817
Italy,Coal,40-49 years,0.0,0.0
Italy,Coal,50+ years,0.0,0.0
Italy,Oil and gas,0-9 years,3.7178,7.642324888226529
Italy,Oil and gas,10-19 years,18.9376,38.92820802713398
Italy,Oil and gas,20-29 years,21.356,43.89948095996712
Italy,Oil and gas,30-39 years,1.7201,3.535844596330747
Italy,Oil and gas,40-49 years,1.025,2.106994192918444
Italy,Oil and gas,50+ years,1.891,3.8871473354231982
Italy,Utility-scale solar,0-9 years,0.6634539116117851,51.042104906074506
Italy,Utility-scale solar,10-19 years,0.6363629999999999,48.95789509392549
Italy,Utility-scale solar,20-29 years,0.0,0.0
Italy,Utility-scale solar,30-39 years,0.0,0.0
Italy,Utility-scale solar,40-49 years,0.0,0.0
Italy,Utility-scale solar,50+ years,0.0,0.0
Italy,Wind,0-9 years,1.9036,23.817626745408134
Italy,Wind,10-19 years,5.268,65.91261698613683
Italy,Wind,20-29 years,0.8208,10.269756268455032
Italy,Wind,30-39 years,0.0,0.0
Italy,Wind,40-49 years,0.0,0.0
Italy,Wind,50+ years,0.0,0.0
Italy,Hydropower,0-9 years,0.0,0.0
Italy,Hydropower,10-19 years,0.0,0.0
Italy,Hydropower,20-29 years,0.198,1.7181534189517529
Italy,Hydropower,30-39 years,1.485,12.886150642138148
Italy,Hydropower,40-49 years,0.365,3.1673030197847973
Italy,Hydropower,50+ years,9.476,82.2283929191253
Italy,Bioenergy,0-9 years,0.03,5.084745762711865
Italy,Bioenergy,10-19 years,0.329,55.762711864406775
Italy,Bioenergy,20-29 years,0.19,32.20338983050847
Italy,Bioenergy,30-39 years,0.0,0.0
Italy,Bioenergy,40-49 years,0.0,0.0
Italy,Bioenergy,50+ years,0.041,6.9491525423728815
Italy,Geothermal,0-9 years,0.0,0.0
Italy,Geothermal,10-19 years,0.077,9.401709401709402
Italy,Geothermal,20-29 years,0.449,54.82295482295483
Italy,Geothermal,30-39 years,0.273,33.33333333333333
Italy,Geothermal,40-49 years,0.02,2.442002442002442
Italy,Geothermal,50+ years,0.0,0.0
Jamaica,Oil and gas,0-9 years,0.344,48.192771084337345
Jamaica,Oil and gas,10-19 years,0.0655,9.176239843093303
Jamaica,Oil and gas,20-29 years,0.2301,32.2359204258896
Jamaica,Oil and gas,30-39 years,0.0742,10.395068646679743
Jamaica,Oil and gas,40-49 years,0.0,0.0
Jamaica,Oil and gas,50+ years,0.0,0.0
Jamaica,Utility-scale solar,0-9 years,0.06524,100.0
Jamaica,Utility-scale solar,10-19 years,0.0,0.0
Jamaica,Utility-scale solar,20-29 years,0.0,0.0
Jamaica,Utility-scale solar,30-39 years,0.0,0.0
Jamaica,Utility-scale solar,40-49 years,0.0,0.0
Jamaica,Utility-scale solar,50+ years,0.0,0.0
Jamaica,Wind,0-9 years,0.06,60.60606060606061
Jamaica,Wind,10-19 years,0.018,18.181818181818183
Jamaica,Wind,20-29 years,0.021,21.21212121212121
Jamaica,Wind,30-39 years,0.0,0.0
Jamaica,Wind,40-49 years,0.0,0.0
Jamaica,Wind,50+ years,0.0,0.0
Japan,Coal,0-9 years,11.3645,21.442452830188678
Japan,Coal,10-19 years,4.5878000000000005,8.65622641509434
Japan,Coal,20-29 years,19.2653,36.349622641509434
Japan,Coal,30-39 years,11.4704,21.642264150943397
Japan,Coal,40-49 years,3.945,7.443396226415095
Japan,Coal,50+ years,2.367,4.466037735849056
Japan,Oil and gas,0-9 years,15.4154,16.072743045056733
Japan,Oil and gas,10-19 years,24.2134,25.24590710894149
Japan,Oil and gas,20-29 years,20.2716,21.1360209862976
Japan,Oil and gas,30-39 years,15.006,15.645885421988487
Japan,Oil and gas,40-49 years,13.073799999999999,13.631292604957554
Japan,Oil and gas,50+ years,7.93,8.268150832758142
Japan,Utility-scale solar,0-9 years,20.823618531073446,71.91479429951605
Japan,Utility-scale solar,10-19 years,8.132340717514124,28.085205700483947
Japan,Utility-scale solar,20-29 years,0.0,0.0
Japan,Utility-scale solar,30-39 years,0.0,0.0
Japan,Utility-scale solar,40-49 years,0.0,0.0
Japan,Utility-scale solar,50+ years,0.0,0.0
Japan,Wind,0-9 years,2.8049,56.18902622248042
Japan,Wind,10-19 years,1.592,31.891664496484307
Japan,Wind,20-29 years,0.595,11.919309281035279
Japan,Wind,30-39 years,0.0,0.0
Japan,Wind,40-49 years,0.0,0.0
Japan,Wind,50+ years,0.0,0.0
Japan,Hydropower,0-9 years,0.0,0.0
Japan,Hydropower,10-19 years,1.762,4.610031134716517
Japan,Hydropower,20-29 years,2.797,7.317966562884279
Japan,Hydropower,30-39 years,7.923,20.72944192982915
Japan,Hydropower,40-49 years,9.389,24.565029695717016
Japan,Hydropower,50+ years,16.35,42.77753067685304
Japan,Nuclear,0-9 years,0.0,0.0
Japan,Nuclear,10-19 years,0.0,0.0
Japan,Nuclear,20-29 years,1.18,10.16540317022743
Japan,Nuclear,30-39 years,4.43,38.16333563059959
Japan,Nuclear,40-49 years,4.346,37.43969676085459
Japan,Nuclear,50+ years,1.652,14.2315644383184
Japan,Bioenergy,0-9 years,2.51153,77.66425569680533
Japan,Bioenergy,10-19 years,0.21630000000000002,6.6886632878042445
Japan,Bioenergy,20-29 years,0.167,5.164155196779051
Japan,Bioenergy,30-39 years,0.04,1.2369234004261198
Japan,Bioenergy,40-49 years,0.2,6.1846170021306
Japan,Bioenergy,50+ years,0.099,3.0613854160546468
Japan,Geothermal,0-9 years,0.10640000000000001,17.35159817351598
Japan,Geothermal,10-19 years,0.009,1.467710371819961
Japan,Geothermal,20-29 years,0.09079999999999999,14.807566862361382
Japan,Geothermal,30-39 years,0.2288,37.31245923026745
Japan,Geothermal,40-49 years,0.13,21.200260926288323
Japan,Geothermal,50+ years,0.0482,7.860404435746901
Jordan,Oil and gas,0-9 years,1.167,25.802600159193418
Jordan,Oil and gas,10-19 years,2.6658000000000004,58.94136375696471
Jordan,Oil and gas,20-29 years,0.69,15.256036083841867
Jordan,Oil and gas,30-39 years,0.0,0.0
Jordan,Oil and gas,40-49 years,0.0,0.0
Jordan,Oil and gas,50+ years,0.0,0.0
Jordan,Utility-scale solar,0-9 years,1.388683,98.60389322218633
Jordan,Utility-scale solar,10-19 years,0.019662,1.3961067778136749
Jordan,Utility-scale solar,20-29 years,0.0,0.0
Jordan,Utility-scale solar,30-39 years,0.0,0.0
Jordan,Utility-scale solar,40-49 years,0.0,0.0
Jordan,Utility-scale solar,50+ years,0.0,0.0
Jordan,Wind,0-9 years,0.621,100.0
Jordan,Wind,10-19 years,0.0,0.0
Jordan,Wind,20-29 years,0.0,0.0
Jordan,Wind,30-39 years,0.0,0.0
Jordan,Wind,40-49 years,0.0,0.0
Jordan,Wind,50+ years,0.0,0.0
Kazakhstan,Coal,0-9 years,0.625,4.763356451489978
Kazakhstan,Coal,10-19 years,1.044,7.956710616568858
Kazakhstan,Coal,20-29 years,0.03,0.22864110967151896
Kazakhstan,Coal,30-39 years,1.38,10.517491044889871
Kazakhstan,Coal,40-49 years,5.47,41.688895663440285
Kazakhstan,Coal,50+ years,4.572,34.84490511393948
Kazakhstan,Oil and gas,0-9 years,1.527,31.569154434566883
Kazakhstan,Oil and gas,10-19 years,0.64,13.231341740748398
Kazakhstan,Oil and gas,20-29 years,0.135,2.7909861484391154
Kazakhstan,Oil and gas,30-39 years,0.215,4.444903866032665
Kazakhstan,Oil and gas,40-49 years,1.4,28.94356005788712
